site,MeanTemp,Precip,PrecipSeasonality,MeanDiurnalRange,Isothermality,TempSeasonality,TempAnnualRange,NDVImax,NDVIsum,EVImax,NDWImin,SWIRaug,BulkDens,pH,CStock,CDensity,Sand,Silt,Clay,Permafrost,abcflux_name,Site_ID,Latitude,Longitude,Country,Contact,Contact_Email,Ecosystem,GHG,Start_CO2,End_CO2,Start_CH4,End_CH4,Start_N2O,End_N2O,Season_Activity,Terrestrial,Aquatic,active,Ext_Type,State,Population,x,y,pc1,pc2,pc3,pc4,active.2022,active.2024,methane.2022,methane.2024,Season_Activity.2022,Season_Activity.2024,annualmethane2022,annualmethane2024
Ayan,-2.79583334922791,814,71.4187622070312,7.29166698455811,18.6487636566162,1173.65295410156,39.0999984741211,0.0548200011253357,0.291077435016632,4.23736000061035,0.788689970970154,0.370389997959137,1.23447501659393,5.5149998664856,394,269.075012207031,47.25,35.2750015258789,17.5499992370605,0.00731809251010418,NA,NA,56.454241,138.167331,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Khabarovsk,1286,2500048.84042807,2792945.88199639,-1.61525027996904,-0.770424675655528,-0.405354296924993,0.379831427578413,NA,NA,NA,NA,NA,extension,NA,NA
Bagdarin,-5.52500009536743,379,114.971031188965,16.3833332061768,27.7213764190674,1605.72912597656,59.1000022888184,0.059409998357296,-0.0349413193762302,4.93381977081299,0.819010019302368,0.480980008840561,1.34477508068085,6.79500007629395,325,224.774993896484,42.2999992370605,37.5999984741211,20.4500007629395,0.955320417881012,NA,NA,54.433304,113.600032,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Buryat,4676,3654878.89176333,1596779.75631725,0.345598911459512,4.09489912919106,-2.81160322194068,0.633568579868663,NA,NA,NA,NA,NA,extension,NA,NA
Bakal,1.23333334922791,593,44.5806579589844,9.33333301544189,23.3333339691162,1140.80981445312,40,0.0825000032782555,0.0918488129973412,4.61609983444214,0.734539985656738,0.489199995994568,1.30320000648499,5.87249994277954,250,169.100006103516,34.375,42.7249984741211,23.7000007629395,0,NA,NA,54.945883,58.795884,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Chelyabinsk,26559,3359162.39885095,-2034710.899211,-1.76641116713344,0.524051673516424,-0.77111607226074,2.919208822703,NA,NA,NA,NA,NA,extension,NA,NA
Baker Lake,-11.5791664123535,278,61.3458404541016,7.84166669845581,15.0223503112793,1627.30737304688,52.1999969482422,0.152459993958473,0.154080659151077,1.81036996841431,0.486299991607666,0.280330002307892,1.13057494163513,6.12750005722046,460,266.075012207031,48.1749992370605,36.6749992370605,15.5,1,NA,NA,64.31699,-96.016656,Canada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Nunavut,1584,-2820693.40122252,297295.887787536,3.39412402408169,-0.612474598333631,-0.80815504621566,-0.104348998017883,NA,NA,NA,NA,NA,extension,NA,NA
Barrow,-11.8708333969116,107,84.1999893188477,6.00833320617676,15.525408744812,1266.47045898438,38.7000007629395,0.088919997215271,0.352324932813644,2.33015012741089,0.668079972267151,0.369489997625351,0.824674963951111,6.05499982833862,897,585.099975585938,49.1749992370605,32.125,19.25,1,Barrow-CMDL,US-Brw,71.3225,-156.6259,USA,"Walter Oechel, Donatella Zona","woechel@mail.sdsu.edu, dzona@mail.sdsu.edu",tundra,"CO2,CH4",1998,2024,NA,NA,NA,NA,All year,TRUE,FALSE,active,NA,NA,NA,-812030.528355731,1878821.52792295,2.52831179526836,-0.92791546532377,2.17680962219426,-0.193230093663768,active,active,methane,methane,All year,All year,annualmethane,annualmethane
Barrow-BEO,-11.9708337783813,109,84.3063583374023,6.09166622161865,15.2291660308838,1306.93505859375,40,0.0979800000786781,0.288321226835251,2.31783008575439,0.644580006599426,0.364300012588501,0.560974955558777,6.22249984741211,774,629.150024414062,49.0750007629395,31.3500003814697,20.0249996185303,1,Barrow-BEO,US-Beo,71.281,-156.6259,USA,"Walter Oechel, Donatella Zona","woechel@mail.sdsu.edu, dzona@mail.sdsu.edu",tundra,"CO2,CH4",2000,2024,2000,NA,NA,NA,All year,TRUE,FALSE,active,NA,NA,NA,-813865.991755437,1883068.29947729,3.05448268499132,-1.05446989603005,2.63634392990351,-0.0687552048475215,active,active,methane,methane,All year,All year,annualmethane,annualmethane
Barrow-BES,-12.0124998092651,109,84.6239318847656,6.09166669845581,15.1533994674683,1316.12231445312,40.2000007629395,0.0996700003743172,0.280590623617172,2.30155992507935,0.633840024471283,0.346029996871948,0.582724988460541,6.1100001335144,825,616.974975585938,49.5999984741211,32.5499992370605,18.6749992370605,1,Barrow-BES,US-Bes,71.2809,-156.5965,USA,"Walter Oechel, Donatella Zona","woechel@mail.sdsu.edu, dzona@mail.sdsu.edu",tundra,"CO2,CH4",2005,2024,2013,NA,NA,NA,All year,TRUE,FALSE,active,NA,NA,NA,-814836.565687217,1882660.66664063,3.09406917568576,-1.13264218717254,2.62351165292046,-0.219233917686614,active,active,methane,methane,All year,All year,annualmethane,annualmethane
Batagay,-14.5458335876465,198,70.8076934814453,11.9916667938232,17.0336170196533,2302.25927734375,70.4000015258789,0.0911900028586388,0.0261446554213762,1.68757998943329,0.421590000391006,0.192770004272461,1.40512502193451,6.78499984741211,446,293.674987792969,34.7750015258789,50.7750015258789,14.8000001907349,1,NA,NA,67.655985,134.635027,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Sakha (Yakutia),4266,1748913.52745687,1726773.17139244,4.57683256955098,3.02807850281604,-1.406352100805,0.0664829226576897,NA,NA,NA,NA,NA,extension,NA,NA
"Bayelva, Spitsbergen",-6.18333339691162,419,28.6274013519287,5.80000019073486,23.0158729553223,725.196960449219,25.2000007629395,0.133019998669624,0.0201836191117764,0.809769988059998,0.320179998874664,0.137620002031326,1.07972502708435,6.76249980926514,415,288.625,54.5250015258789,34.2249984741211,11.8000001907349,1,"Bayelva, Spitsbergen",NO-Blv,78.9216,11.8311,Norway,Julia Boike,julia.boike@awi.de,"tundra, barren",CO2,2008,2024,NA,NA,NA,NA,All year,TRUE,FALSE,active,NA,NA,NA,247531.113772803,-1181660.03357255,2.36728295964965,-4.60624377691807,-1.21601051279177,2.27240658213624,active,active,nonmethane,nonmethane,All year,All year,no,no
Belomorsk,1.54999995231628,498,39.518970489502,7.26666641235352,21.6915416717529,931.635925292969,33.5,0.0599600002169609,0.169186100363731,4.3135199546814,0.742990016937256,0.398809999227524,1.14347493648529,5.40500020980835,534,430.375,53.8250007629395,37.0250015258789,9.52499961853027,4.21405042288825e-4,NA,NA,64.52522,34.765826,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Karelia,12165,1603795.3851695,-2310498.54455643,-1.85465192920646,-2.34670753099293,0.626741281029228,0.592870733061279,NA,NA,NA,NA,NA,extension,NA,NA
Berens River,0.379166722297668,477,50.3584136962891,10.2750005722046,21.6315784454346,1373.36096191406,47.5,0.0569700002670288,0.0987592339515686,3.72535991668701,0.624890029430389,0.312359988689423,1.39950001239777,5.8600001335144,1495,152.649993896484,39.6500015258789,29.0499992370605,31.9750003814697,0,NA,NA,52.366557,-97.033313,Canada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Manitoba,892,-4204785.39164593,518764.515440091,-0.596006555720918,0.665572806634128,-0.31642972057012,1.41006773320267,NA,NA,NA,NA,NA,extension,NA,NA
Berezniki,1.11666667461395,711,29.2668190002441,8.11666679382324,19.0980396270752,1246.326171875,42.5,0.0937300026416779,0.0616907328367233,3.86703991889954,0.662429988384247,0.429729998111725,1.31935000419617,6.09499979019165,299,215,41.0750007629395,40.125,19.25,0,NA,NA,59.420002,56.759987,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Perm',167748,2844192.32113038,-1864025.41602046,-0.994360089534928,-0.709182250920388,-0.799565550992383,2.24406015597734,NA,NA,NA,NA,NA,extension,NA,NA
Beringovskiy,-4.88333320617676,559,38.8593597412109,5.66666650772095,17.1198387145996,1017.46862792969,33.0999984741211,0.098180003464222,0.182296648621559,2.80176997184753,0.685589969158173,0.396970003843307,0.906374990940094,6.32999992370605,724,320.325012207031,52.4249992370605,35.875,11.7250003814697,0.211035370826721,NA,NA,63.065465,179.306667,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Chukchi Autonomous Okrug,1861,36053.1308626235,2979219.80820905,0.178417716577552,-2.72742891771899,0.962379043797991,1.11556325465628,NA,NA,NA,NA,NA,extension,NA,NA
Bethel,-0.870833337306976,418,61.1970672607422,7.90833330154419,22.3399238586426,1060.46179199219,35.4000015258789,0.0812499970197678,0.347945511341095,3.65029001235962,0.61981999874115,0.354620009660721,1.14472496509552,5.80749988555908,1006,621.625,35.1749992370605,51.875,13.1750001907349,0.666842579841614,,,61.0902,-162.0153,USA,NA,NA,tundra,"CO2,CH4",1988,1988,1988,1988,NA,NA,Summer,TRUE,FALSE,inactive,NA,NA,NA,-990144.851544551,3050123.65807061,0.165123942870501,-0.491498995696259,2.69728477334307,1.771213995491,inactive,inactive,methane,methane,Summer,Summer,no,no
Bezhetsk,3.71666669845581,570,38.1151885986328,8.46666622161865,23.0072460174561,1009.58660888672,36.7999992370605,0.0570200011134148,0.167527139186859,5.06469011306763,0.797800004482269,0.486599981784821,1.24082493782043,6.08500003814697,466,218.574996948242,35.2000007629395,40.4249992370605,24.7999992370605,0,NA,NA,57.764729,36.689998,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Tver',34736,2147431.24449494,-2882049.88585206,-2.32337898189091,0.188900140554017,0.0795904588667968,3.07223716044907,NA,NA,NA,NA,NA,extension,NA,NA
Big Beaver House,-1.49583327770233,664,49.2195701599121,10.625,21.7725410461426,1383.91809082031,48.8000030517578,0.0362000018358231,0.397245109081268,4.96758985519409,0.764069974422455,0.312059998512268,1.21707499027252,5.18499994277954,872,169.324996948242,42.8250007629395,30.4750003814697,26.7000007629395,4.01522702304646e-4,NA,NA,52.949984,-89.883284,Canada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Ontario,10,-4166299.62843703,-8487.0910945734,-2.1756611085816,0.623815781777908,0.049959532008492,-0.230711319475946,NA,NA,NA,NA,NA,extension,NA,NA
Bilibino,-14.1125001907349,214,55.6812934875488,10.0416669845581,19.236909866333,1685.82067871094,52.2000007629395,0.0883700028061867,0.259693413972855,2.73287010192871,0.629390001296997,0.352609992027283,1.29135000705719,6.08500003814697,411,377.899993896484,42.625,43.6749992370605,14.25,1,NA,NA,68.050406,166.333299,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Chukchi Autonomous Okrug,5757,570198.718518119,2344971.14242544,2.1017000012861,1.02558570988973,-0.165179691954925,-0.160283683797863,NA,NA,NA,NA,NA,extension,NA,NA
Biryusinsk,-0.250000089406967,435,57.964485168457,11.6000003814697,23.7704925537109,1350.61767578125,48.7999992370605,0.0841600000858307,0.0815535709261894,3.87943005561829,0.661360025405884,0.395080000162125,1.25844991207123,6.55000019073486,549,323.799987792969,33.7249984741211,37.7999992370605,28.5499992370605,0.0127629758790135,NA,NA,55.960653,97.814432,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Irkutsk,9583,3771476.31518666,517595.832593861,-0.193969049978752,1.51776603045907,-0.596543453365582,2.67138372133685,NA,NA,NA,NA,NA,extension,NA,NA
Bodaybo,-6.24166679382324,466,75.4797210693359,10.6499996185303,19.0860214233398,1647.78759765625,55.7999992370605,0.0407800003886223,0.468384146690369,3.99688005447388,0.739529967308044,0.380809992551804,1.2381500005722,5.07250022888184,394,245.649993896484,46.2750015258789,33.9249992370605,19.9249992370605,0.00200646091252565,NA,NA,57.964975,114.32898,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Irkutsk,15933,3253534.18685965,1471008.58301126,-1.10946971797295,1.38367668805797,-0.423814623670824,-1.46082368030103,NA,NA,NA,NA,NA,extension,NA,NA
Bol'sheretsk,0.424999952316284,840,44.5593643188477,6.65000009536743,23.5815601348877,796.861755371094,28.2000007629395,0.0749799981713295,0.239415064454079,4.32872009277344,0.813660025596619,0.511699974536896,1.16242504119873,5.52250003814697,666,393.774993896484,48.9749984741211,32.3499984741211,18.4500007629395,0,NA,NA,52.438981,156.359386,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Kamchatka,10,1695389.19976104,3873106.70642327,-2.6883015420244,-2.22119463814111,0.70647219203503,1.47066092586253,NA,NA,NA,NA,NA,extension,NA,NA
Bonanza Creek Black Spruce,-2.57916665077209,292,57.4581184387207,11.3583335876465,23.1802730560303,1435.11401367188,49,0.0475899986922741,0.392520278692245,5.13373994827271,0.791100025177002,0.424549996852875,1.23327505588531,6.44000005722046,481,245.149993896484,22.9249992370605,66.5,11.1750001907349,0.263881534337997,Bonza Creek Black Spruce,US-BZS,64.6964,-148.3235,USA,"Eugenie Euskirchen, Colin Edgar","seeuskirchen@alaska.edu, cedgar3@alaska.edu",forest,"CO2,CH4",2010,2024,2015,2017,NA,NA,Summer,TRUE,FALSE,active,NA,NA,NA,-1466702.37439658,2376973.62846914,-0.845126608070389,3.06763346774117,1.26808513109151,2.54663098671376,active,active,methane,methane,Summer,Summer,no,no
Bonanza Creek Fen,-2.63750004768372,294,57.2089767456055,11.3583335876465,23.1802730560303,1436.73889160156,49,0.048980001360178,0.413119345903397,5.82096004486084,0.813889980316162,0.443470001220703,1.25130009651184,6.33750009536743,389,219.600006103516,23.9249992370605,67.7249984741211,9.125,0.314974427223206,Bonza Creek Rich Fen,US-BZF,64.7037,-148.3133,USA,"Eugenie Euskirchen, Colin Edgar","seeuskirchen@alaska.edu, cedgar3@alaska.edu",wetland,"CO2,CH4",2011,2024,2014,2025,NA,NA,All year,TRUE,FALSE,active,NA,NA,NA,-1466688.71345848,2376004.88437969,-1.15205819040816,3.12756161708562,1.11934049078077,2.35542646164515,active,active,methane,methane,All year,All year,annualmethane,annualmethane
Bonanza Creek Old Thermokarst Bog,-2.50416684150696,294,58.0098190307617,11.341667175293,23.2411193847656,1428.33740234375,48.8000030517578,0.0475899986922741,0.392520278692245,5.13373994827271,0.791100025177002,0.424549996852875,1.24407494068146,6.41750001907349,407,223.774993896484,22.4750003814697,68.3499984741211,10.0249996185303,0.228996083140373,Bonza Creek Old Thermokarst Bog,US-BZo,64.6936,-148.33,USA,Eugenie Euskirchen,seeuskirchen@alaska.edu,wetland,"CO2,CH4",2018,2024,2018,2025,NA,NA,Summer,TRUE,FALSE,active,NA,NA,NA,-1466600.16776442,2377411.46704054,-0.926043515313463,3.10074297009502,1.14646826339978,2.62367531394483,active,active,methane,methane,Summer,Summer,no,no
"Bonanza Creek, 1920 Burn site near Delta Junction",-3.09583330154419,288,91.6594467163086,10.7916669845581,23.9283065795898,1318.21936035156,45.0999984741211,0.0633800029754639,0.323813229799271,4.38434982299805,0.69648003578186,0.367509990930557,1.25912499427795,5.9850001335144,438,285.274993896484,51.3499984741211,43.75,5.59999990463257,0.200676903128624,Delta Junction  evergreen conifer forest,US-Bn1,63.8881,-145.7394,USA,Jim Randerson,jranders@uci.edu,forest,CO2,2003,2004,NA,NA,NA,NA,Summer,TRUE,FALSE,inactive,NA,NA,NA,-1624293.69093396,2384646.36081503,-0.659835498722088,0.472551585073592,-0.95019985739978,-0.223727459951549,inactive,inactive,nonmethane,nonmethane,Summer,Summer,no,no
"Bonanza Creek, 1987 Burn site near Delta Junction",-2.98749995231628,274,84.7290573120117,12.7250003814697,26.2371139526367,1373.6748046875,48.5,0.0553900003433228,0.213959634304047,4.80236005783081,0.766719996929169,0.426310002803802,1.29984998703003,6.33750009536743,182,165.574996948242,36.2000007629395,52.75,11.3500003814697,0.274304270744324,Delta Junction deciduous broadleaf forest,US-Bn2,63.9178,-145.3731,USA,Jim Randerson,jranders@uci.edu,forest,CO2,2002,2024,NA,NA,NA,NA,Summer,TRUE,FALSE,active,NA,NA,NA,-1637577.45705965,2371420.91214296,-0.848820138853803,2.53775356957632,-1.27480212311395,1.59088113670008,active,active,nonmethane,nonmethane,Summer,Summer,no,no
"Bonanza Creek, 1999 Burn site near Delta Junction",-2.90833330154419,294,88.3006286621094,10.6333332061768,23.6296291351318,1323.26354980469,45,0.0830599963665009,0.22634145617485,4.08736991882324,0.70701003074646,0.423020005226135,1.24182498455048,6.15999984741211,615,340.25,41.25,48.7249984741211,10.125,0.295716464519501,,US-Bn3,63.9217,-145.7456,USA,Jim Randerson,jranders@uci.edu,forest,CO2,2003,2024,NA,NA,NA,NA,Summer,TRUE,FALSE,active,NA,NA,NA,-1621874.70921178,2381648.88739088,-0.0657609313304315,1.14940591972759,-0.0898627486388196,1.09606758540422,active,active,nonmethane,nonmethane,Summer,Summer,no,no
Borgarnes,3.94166660308838,796,21.3096199035645,5.25,30.8823528289795,448.278686523438,17,0.0727899968624115,0.18002949655056,4.94683980941772,0.811330020427704,0.623889982700348,1.19577503204346,5.7649998664856,374,295.475006103516,58.3250007629395,32.5999984741211,9.125,0,NA,NA,64.569503,-21.862322,Iceland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Vesturland,1783,-1045459.31021854,-2605611.59968274,-4.30396632189405,-4.01147937581483,-0.264774308170983,2.20526354262838,NA,NA,NA,NA,NA,extension,NA,NA
Bouleau Peatland,0.850000023841858,1030,24.4388389587402,9.21666717529297,22.9270305633545,1091.76257324219,40.2000007629395,0.063589997589588207,0.36459892988205,5.03259992599487,0.738420009613037,0.449999988079071,1.30307495594025,5.47249984741211,360,222.350006103516,55.0750007629395,32.8250007629395,12.125,0,Bouleau peatland,CA-BOUL,50.5244,-63.2064,Canada,Pierre Taillardat,taillardat.pierre@nus.edu.sg,wetland,"CO2,CH4",2018,2020,2018,2020,NA,NA,All year,TRUE,FALSE,inactive,NA,NA,NA,-3981510.75912328,-2010647.61639269,-3.37419638209739,-1.87504695438598,-0.752629681097333,-0.162258006229312,inactive,inactive,methane,methane,All year,All year,no,no
Boyarka,-12.3916664123535,299,42.9180793762207,9.33333301544189,16.6369571685791,1726.42932128906,56.0999984741211,0.0559099987149239,0.360227942466736,2.84739995002747,0.710940003395081,0.32056999206543,1.0040500164032,5.86250019073486,375,460.625,37.9500007629395,33.2000007629395,28.2749996185303,1,NA,NA,70.766984,97.500033,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Taymyr,35968,2090726.32405103,275250.567376209,1.72901985537173,1.28712375035752,1.17819922652296,-0.32276106673961,NA,NA,NA,NA,NA,extension,NA,NA
Bratsk,-0.945833325386047,373,60.9255638122559,10.4916667938232,21.367956161499,1411.13500976562,49.0999984741211,0.11370000243187,0.0187914296984673,3.14881992340088,0.521210014820099,0.282440006732941,1.37627506256104,6.83249998092651,380,177.574996948242,37.5,38.1500015258789,24.7749996185303,0.104417160153389,NA,NA,56.156997,101.615027,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Irkutsk,246348,3706105.11690297,761767.138943218,1.05128573290157,0.76373724193689,-2.12284621852072,2.72032107443431,NA,NA,NA,NA,NA,extension,NA,NA
Brochet,-4.33750009536743,456,48.6012573242188,10.4750003814697,20.4191036224365,1484.66418457031,51.2999992370605,0.0749600008130074,0.124185845255852,3.17777991294861,0.588060021400452,0.246920004487038,1.10140001773834,5.8274998664856,592,313.274993896484,48.875,27.7000007629395,24.6749992370605,0.710635721683502,NA,NA,57.883223,-101.666596,Canada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Manitoba,278,-3506247.731013,723977.411628691,0.873975431507338,-0.225257072697661,-0.629240777237425,-0.142560190893033,NA,NA,NA,NA,NA,extension,NA,NA
Buchans,2.88333344459534,1223,12.5836410522461,8.98333263397217,25.3766479492188,907.767822265625,35.4000015258789,0.117909997701645,0.0937093272805214,3.06623005867004,0.530680000782013,0.293419986963272,1.3553249835968,5.59749984741211,328,165.875,50.625,37.9500007629395,12,0,NA,NA,48.817032,-56.866591,Canada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Newfoundland and Labrador,685,-3910658.68254923,-2552576.89251686,-2.17356579718877,-3.31236079154785,-1.65974636207429,1.53171158259138,NA,NA,NA,NA,NA,extension,NA,NA
Bugrino,-3.00416660308838,351,33.9218406677246,5.94166660308838,20.630786895752,802.811706542969,28.7999992370605,0.0729399994015694,0.317918568849564,2.61759996414185,0.591390013694763,0.345449984073639,0.982349991798401,6.01749992370605,764,475.700012207031,52.4249992370605,36.5750007629395,11.6000003814697,0.249923259019852,NA,NA,68.807879,49.304163,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Nenets,300,1765145.16058959,-1518041.2354908,-0.238505861501936,-3.18155121774497,1.59276203924161,1.09975543767318,NA,NA,NA,NA,NA,extension,NA,NA
Bukachacha,-4.19583320617676,390,107.187194824219,15.2416667938232,25.4027786254883,1692.23022460938,60,0.0978600010275841,-0.0404222421348095,3.98712015151978,0.707660019397736,0.426119983196259,1.40042507648468,6.97499990463257,344,194.524993896484,41.75,34.3499984741211,24.25,0.867262005805969,NA,NA,52.983341,116.916626,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Chita,3372,3711375.73438984,1884242.7270123,1.21034430980077,3.48747399052403,-3.22907659768287,1.07006267471499,NA,NA,NA,NA,NA,extension,NA,NA
